N,q,dF,dg,dr,mLen,encryption_time,decryption_time
107,256,60,90,80,300,16,20
107,256,60,90,80,400,20,12
107,256,60,90,80,500,21,14
107,256,60,90,90,100,18,21
107,256,60,90,90,200,20,18
107,256,60,90,90,300,24,15
107,256,60,90,90,400,11,12
107,256,60,90,90,500,10,11
107,256,70,50,50,100,13,10
107,256,70,50,50,200,18,16
107,256,70,50,50,300,18,12
107,256,70,50,50,400,25,15
107,256,70,50,50,500,20,16
107,256,70,50,60,100,13,14
107,256,70,50,60,200,18,19
107,256,70,50,60,300,17,12
107,256,70,50,60,400,14,10
107,256,70,50,60,500,11,10
107,256,70,50,70,100,14,12
107,256,70,50,70,200,21,19
107,256,70,50,70,300,17,24
107,256,70,50,70,400,20,10
107,256,70,50,70,500,19,18
107,256,70,50,80,100,13,12
107,256,70,50,80,200,18,14
107,256,70,50,80,300,16,11
107,256,70,50,80,400,13,11
107,256,70,50,80,500,12,15
107,256,70,50,90,100,21,20
107,256,70,50,90,200,25,18
107,256,70,50,90,300,25,20
107,256,70,50,90,400,18,15
107,256,70,50,90,500,15,12
107,256,70,60,50,100,21,12
107,256,70,60,50,200,20,17
107,256,70,60,50,300,18,14
107,256,70,60,50,400,14,13
107,256,70,60,50,500,21,15
107,256,70,60,60,100,18,12
107,256,70,60,60,200,9,9
107,256,70,60,60,300,19,18
107,256,70,60,60,400,16,13
107,256,70,60,60,500,17,14
107,256,70,60,70,100,15,11
107,256,70,60,70,200,14,16
107,256,70,60,70,300,14,21
107,256,70,60,70,400,19,19
107,256,70,60,70,500,10,12
107,256,70,60,80,100,10,12
107,256,70,60,80,200,9,10
107,256,70,60,80,300,15,17
107,256,70,60,80,400,15,13
107,256,70,60,80,500,17,20
107,256,70,60,90,100,13,15
107,256,70,60,90,200,26,16
107,256,70,60,90,300,29,13
107,256,70,60,90,400,11,11
107,256,70,60,90,500,19,13
107,256,70,70,50,100,19,15
107,256,70,70,50,200,13,17
107,256,70,70,50,300,20,14
107,256,70,70,50,400,20,16
107,256,70,70,50,500,9,10
107,256,70,70,60,100,10,9
107,256,70,70,60,200,14,14
107,256,70,70,60,300,15,15
107,256,70,70,60,400,17,11
107,256,70,70,60,500,21,15
107,256,70,70,70,100,15,10
107,256,70,70,70,200,10,10
107,256,70,70,70,300,12,15
107,256,70,70,70,400,19,17
107,256,70,70,70,500,16,11
107,256,70,70,80,100,18,11
107,256,70,70,80,200,17,14
107,256,70,70,80,300,15,13
107,256,70,70,80,400,16,11
107,256,70,70,80,500,22,15
107,256,70,70,90,100,20,15
107,256,70,70,90,200,23,16
107,256,70,70,90,300,14,12
107,256,70,70,90,400,11,11
107,256,70,70,90,500,22,15
107,256,70,80,50,100,14,12
107,256,70,80,50,200,24,14
107,256,70,80,50,300,15,12
107,256,70,80,50,400,13,15
107,256,70,80,50,500,13,14
107,256,70,80,60,100,12,10
107,256,70,80,60,200,13,11
107,256,70,80,60,300,19,12
107,256,70,80,60,400,22,19
107,256,70,80,60,500,25,23
107,256,70,80,70,100,23,20
107,256,70,80,70,200,25,20
107,256,70,80,70,300,21,19
107,256,70,80,70,400,22,22
107,256,70,80,70,500,11,12
107,256,70,80,80,100,18,13
107,256,70,80,80,200,18,14
107,256,70,80,80,300,20,13
107,256,70,80,80,400,15,11
107,256,70,80,80,500,16,10
107,256,70,80,90,100,14,13
107,256,70,80,90,200,19,18
107,256,70,80,90,300,17,11
107,256,70,80,90,400,20,16
107,256,70,80,90,500,13,9
107,256,70,90,50,100,12,13
107,256,70,90,50,200,21,14
107,256,70,90,50,300,19,13
107,256,70,90,50,400,10,10
107,256,70,90,50,500,10,11
107,256,70,90,60,100,13,13
107,256,70,90,60,200,20,14
107,256,70,90,60,300,13,12
107,256,70,90,60,400,24,19
107,256,70,90,60,500,17,9
107,256,70,90,70,100,14,12
107,256,70,90,70,200,17,11
107,256,70,90,70,300,18,13
107,256,70,90,70,400,21,18
107,256,70,90,70,500,11,12
107,256,70,90,80,100,12,12
107,256,70,90,80,200,10,11
107,256,70,90,80,300,10,12
107,256,70,90,80,400,9,10
107,256,70,90,80,500,10,10
107,256,70,90,90,100,9,9
107,256,70,90,90,200,10,10
107,256,70,90,90,300,10,9
107,256,70,90,90,400,10,10
107,256,70,90,90,500,10,10
107,256,80,50,50,100,9,10
107,256,80,50,50,200,10,9
107,256,80,50,50,300,11,10
107,256,80,50,50,400,9,10
107,256,80,50,50,500,9,9
107,256,80,50,60,100,10,10
107,256,80,50,60,200,9,10
107,256,80,50,60,300,10,9
107,256,80,50,60,400,10,10
107,256,80,50,60,500,10,10
107,256,80,50,70,100,9,11
107,256,80,50,70,200,9,9
107,256,80,50,70,300,9,9
107,256,80,50,70,400,10,11
107,256,80,50,70,500,10,10
107,256,80,50,80,100,9,9
107,256,80,50,80,200,23,13
107,256,80,50,80,300,18,17
107,256,80,50,80,400,10,14
107,256,80,50,80,500,19,13
107,256,80,50,90,100,13,11
107,256,80,50,90,200,19,18
107,256,80,50,90,300,14,14
107,256,80,50,90,400,22,15
107,256,80,50,90,500,19,10
107,256,80,60,50,100,16,10
107,256,80,60,50,200,10,10
107,256,80,60,50,300,20,13
107,256,80,60,50,400,17,13
107,256,80,60,50,500,20,14
107,256,80,60,60,100,12,12
107,256,80,60,60,200,17,16
107,256,80,60,60,300,14,12
107,256,80,60,60,400,11,14
107,256,80,60,60,500,19,18
107,256,80,60,70,100,24,15
107,256,80,60,70,200,17,15
107,256,80,60,70,300,12,10
107,256,80,60,70,400,21,22
107,256,80,60,70,500,15,11
107,256,80,60,80,100,16,12
107,256,80,60,80,200,20,11
107,256,80,60,80,300,16,16
107,256,80,60,80,400,23,16
107,256,80,60,80,500,10,10
107,256,80,60,90,100,18,21
107,256,80,60,90,200,15,20
107,256,80,60,90,300,15,16
107,256,80,60,90,400,17,22
107,256,80,60,90,500,16,18
107,256,80,70,50,100,18,12
107,256,80,70,50,200,11,10
107,256,80,70,50,300,10,10
107,256,80,70,50,400,20,15
107,256,80,70,50,500,12,12
107,256,80,70,60,100,12,10
107,256,80,70,60,200,16,10
107,256,80,70,60,300,11,12
107,256,80,70,60,400,22,15
107,256,80,70,60,500,19,16
107,256,80,70,70,100,13,17
107,256,80,70,70,200,15,15
107,256,80,70,70,300,15,11
107,256,80,70,70,400,20,21
107,256,80,70,70,500,20,12
107,256,80,70,80,100,18,14
107,256,80,70,80,200,16,18
107,256,80,70,80,300,22,14
107,256,80,70,80,400,18,17
107,256,80,70,80,500,11,11
107,256,80,70,90,100,18,22
107,256,80,70,90,200,16,16
107,256,80,70,90,300,23,13
107,256,80,70,90,400,26,17
107,256,80,70,90,500,21,19
107,256,80,80,50,100,16,16
107,256,80,80,50,200,18,16
107,256,80,80,50,300,15,10
107,256,80,80,50,400,17,19
107,256,80,80,50,500,20,12
107,256,80,80,60,100,12,11
107,256,80,80,60,200,12,9
107,256,80,80,60,300,17,14
107,256,80,80,60,400,11,10
107,256,80,80,60,500,19,16
107,256,80,80,70,100,19,15
107,256,80,80,70,200,17,10
107,256,80,80,70,300,19,16
107,256,80,80,70,400,20,19
107,256,80,80,70,500,17,10
107,256,80,80,80,100,14,15
107,256,80,80,80,200,11,10
107,256,80,80,80,300,19,16
107,256,80,80,80,400,20,16
107,256,80,80,80,500,15,14
107,256,80,80,90,100,17,21
107,256,80,80,90,200,14,15
107,256,80,80,90,300,16,13
107,256,80,80,90,400,14,10
107,256,80,80,90,500,11,16
107,256,80,90,50,100,16,11
107,256,80,90,50,200,10,10
107,256,80,90,50,300,20,20
107,256,80,90,50,400,13,20
107,256,80,90,50,500,17,15
107,256,80,90,60,100,19,15
107,256,80,90,60,200,23,14
107,256,80,90,60,300,20,17
107,256,80,90,60,400,21,14
107,256,80,90,60,500,18,12
107,256,80,90,70,100,11,12
107,256,80,90,70,200,27,16
107,256,80,90,70,300,14,15
107,256,80,90,70,400,21,14
107,256,80,90,70,500,14,12
107,256,80,90,80,100,15,10
107,256,80,90,80,200,16,12
107,256,80,90,80,300,12,9
107,256,80,90,80,400,11,11
107,256,80,90,80,500,13,15
107,256,80,90,90,100,13,18
107,256,80,90,90,200,20,14
107,256,80,90,90,300,20,12
107,256,80,90,90,400,18,20
107,256,80,90,90,500,21,20
107,256,90,50,50,100,20,14
107,256,90,50,50,200,13,10
107,256,90,50,50,300,19,11
107,256,90,50,50,400,22,13
107,256,90,50,50,500,19,10
107,256,90,50,60,100,11,11
107,256,90,50,60,200,21,12
107,256,90,50,60,300,23,18
107,256,90,50,60,400,18,14
107,256,90,50,60,500,16,14
107,256,90,50,70,100,21,12
107,256,90,50,70,200,18,10
107,256,90,50,70,300,19,15
107,256,90,50,70,400,16,10
107,256,90,50,70,500,14,16
107,256,90,50,80,100,14,10
107,256,90,50,80,200,15,14
107,256,90,50,80,300,11,10
107,256,90,50,80,400,10,12
107,256,90,50,80,500,21,11
107,256,90,50,90,100,20,12
107,256,90,50,90,200,10,11
107,256,90,50,90,300,17,15
107,256,90,50,90,400,20,11
107,256,90,50,90,500,22,13
107,256,90,60,50,100,18,15
107,256,90,60,50,200,21,17
107,256,90,60,50,300,16,14
107,256,90,60,50,400,13,18
107,256,90,60,50,500,23,15
107,256,90,60,60,100,15,15
107,256,90,60,60,200,16,18
107,256,90,60,60,300,10,11
107,256,90,60,60,400,16,19
107,256,90,60,60,500,16,17
107,256,90,60,70,100,20,11
107,256,90,60,70,200,22,14
107,256,90,60,70,300,20,17
107,256,90,60,70,400,23,12
107,256,90,60,70,500,12,13
107,256,90,60,80,100,16,16
107,256,90,60,80,200,17,15
107,256,90,60,80,300,14,13
107,256,90,60,80,400,21,13
107,256,90,60,80,500,14,13
107,256,90,60,90,100,14,13
107,256,90,60,90,200,16,17
107,256,90,60,90,300,14,20
107,256,90,60,90,400,21,13
107,256,90,60,90,500,27,19
107,256,90,70,50,100,17,10
107,256,90,70,50,200,19,19
107,256,90,70,50,300,11,10
107,256,90,70,50,400,14,11
107,256,90,70,50,500,14,15
107,256,90,70,60,100,11,14
107,256,90,70,60,200,21,15
107,256,90,70,60,300,19,13
107,256,90,70,60,400,21,19
107,256,90,70,60,500,12,14
107,256,90,70,70,100,20,13
107,256,90,70,70,200,13,12
107,256,90,70,70,300,17,14
107,256,90,70,70,400,10,13
107,256,90,70,70,500,11,12
107,256,90,70,80,100,11,13
107,256,90,70,80,200,14,12
107,256,90,70,80,300,19,14
107,256,90,70,80,400,19,19
107,256,90,70,80,500,16,11
107,256,90,70,90,100,11,11
107,256,90,70,90,200,18,15
107,256,90,70,90,300,22,17
107,256,90,70,90,400,16,13
107,256,90,70,90,500,22,13
107,256,90,80,50,100,12,10
107,256,90,80,50,200,18,10
107,256,90,80,50,300,12,11
107,256,90,80,50,400,18,10
107,256,90,80,50,500,17,16
107,256,90,80,60,100,19,15
107,256,90,80,60,200,12,9
107,256,90,80,60,300,24,17
107,256,90,80,60,400,20,12
107,256,90,80,60,500,16,15
107,256,90,80,70,100,19,18
107,256,90,80,70,200,17,16
107,256,90,80,70,300,18,12
107,256,90,80,70,400,17,19
107,256,90,80,70,500,11,15
107,256,90,80,80,100,13,10
107,256,90,80,80,200,13,16
107,256,90,80,80,300,10,10
107,256,90,80,80,400,14,20
107,256,90,80,80,500,11,11
107,256,90,80,90,100,12,12
107,256,90,80,90,200,18,10
107,256,90,80,90,300,18,19
107,256,90,80,90,400,10,17
107,256,90,80,90,500,13,14
107,256,90,90,50,100,13,16
107,256,90,90,50,200,22,15
107,256,90,90,50,300,10,12
107,256,90,90,50,400,26,13
107,256,90,90,50,500,11,9
107,256,90,90,60,100,13,10
107,256,90,90,60,200,22,13
107,256,90,90,60,300,16,17
107,256,90,90,60,400,16,18
107,256,90,90,60,500,10,10
107,256,90,90,70,100,15,12
107,256,90,90,70,200,10,10
107,256,90,90,70,300,9,10
107,256,90,90,70,400,10,11
107,256,90,90,70,500,11,11
107,256,90,90,80,100,12,11
107,256,90,90,80,200,11,10
107,256,90,90,80,300,9,10
107,256,90,90,80,400,10,10
107,256,90,90,80,500,10,9
107,256,90,90,90,100,10,10
107,256,90,90,90,200,11,10
107,256,90,90,90,300,10,9
107,256,90,90,90,400,10,10
107,256,90,90,90,500,10,11
107,512,50,50,50,100,10,10
107,512,50,50,50,200,11,10
107,512,50,50,50,300,9,10
107,512,50,50,50,400,10,10
107,512,50,50,50,500,9,9
107,512,50,50,60,100,10,11
107,512,50,50,60,200,10,9
107,512,50,50,60,300,11,11
107,512,50,50,60,400,18,12
107,512,50,50,60,500,16,18
107,512,50,50,70,100,18,11
107,512,50,50,70,200,22,16
107,512,50,50,70,300,22,21
107,512,50,50,70,400,20,21
107,512,50,50,70,500,22,14
107,512,50,50,80,100,15,12
107,512,50,50,80,200,20,12
107,512,50,50,80,300,23,13
107,512,50,50,80,400,18,15
107,512,50,50,80,500,23,15
107,512,50,50,90,100,19,12
107,512,50,50,90,200,15,18
107,512,50,50,90,300,14,13
107,512,50,50,90,400,16,10
107,512,50,50,90,500,21,12
107,512,50,60,50,100,10,9
107,512,50,60,50,200,17,16
107,512,50,60,50,300,20,11
107,512,50,60,50,400,16,22
107,512,50,60,50,500,10,10
107,512,50,60,60,100,23,14
107,512,50,60,60,200,21,16
107,512,50,60,60,300,12,11
107,512,50,60,60,400,16,12
107,512,50,60,60,500,16,19
107,512,50,60,70,100,17,11
107,512,50,60,70,200,20,13
107,512,50,60,70,300,15,13
107,512,50,60,70,400,11,11
107,512,50,60,70,500,23,16
107,512,50,60,80,100,16,11
107,512,50,60,80,200,17,19
107,512,50,60,80,300,19,18
107,512,50,60,80,400,12,11
107,512,50,60,80,500,14,12
107,512,50,60,90,100,13,12
107,512,50,60,90,200,11,13
107,512,50,60,90,300,22,17
107,512,50,60,90,400,17,11
107,512,50,60,90,500,15,15
107,512,50,70,50,100,18,15
107,512,50,70,50,200,22,17
107,512,50,70,50,300,21,15
107,512,50,70,50,400,15,12
107,512,50,70,50,500,17,18
107,512,50,70,60,100,14,10
107,512,50,70,60,200,14,15
107,512,50,70,60,300,11,11
107,512,50,70,60,400,9,10
107,512,50,70,60,500,14,12
107,512,50,70,70,100,13,11
107,512,50,70,70,200,10,11
107,512,50,70,70,300,22,15
107,512,50,70,70,400,22,21
107,512,50,70,70,500,12,11
107,512,50,70,80,100,30,15
107,512,50,70,80,200,15,14
107,512,50,70,80,300,15,16
107,512,50,70,80,400,14,16
107,512,50,70,80,500,20,12
107,512,50,70,90,100,10,11
107,512,50,70,90,200,15,13
107,512,50,70,90,300,24,15
107,512,50,70,90,400,21,14
107,512,50,70,90,500,18,12
107,512,50,80,50,100,13,10
107,512,50,80,50,200,13,9
107,512,50,80,50,300,18,18
107,512,50,80,50,400,23,16
107,512,50,80,50,500,18,16
107,512,50,80,60,100,16,18
107,512,50,80,60,200,13,12
107,512,50,80,60,300,24,20
107,512,50,80,60,400,13,14
107,512,50,80,60,500,20,20
107,512,50,80,70,100,22,15
107,512,50,80,70,200,23,21
107,512,50,80,70,300,17,16
107,512,50,80,70,400,17,11
107,512,50,80,70,500,21,21
107,512,50,80,80,100,20,27
107,512,50,80,80,200,11,12
107,512,50,80,80,300,22,19
107,512,50,80,80,400,14,15
107,512,50,80,80,500,22,14
107,512,50,80,90,100,25,16
107,512,50,80,90,200,19,10
107,512,50,80,90,300,20,11
107,512,50,80,90,400,17,14
107,512,50,80,90,500,25,14
107,512,50,90,50,100,16,12
107,512,50,90,50,200,12,9
107,512,50,90,50,300,20,13
107,512,50,90,50,400,18,19
107,512,50,90,50,500,27,23
107,512,50,90,60,100,12,11
107,512,50,90,60,200,18,13
107,512,50,90,60,300,18,22
107,512,50,90,60,400,18,14
107,512,50,90,60,500,18,13
107,512,50,90,70,100,16,13
107,512,50,90,70,200,21,20
107,512,50,90,70,300,11,11
107,512,50,90,70,400,15,14
107,512,50,90,70,500,12,12
107,512,50,90,80,100,9,10
107,512,50,90,80,200,18,12
107,512,50,90,80,300,22,15
107,512,50,90,80,400,21,10
107,512,50,90,80,500,19,11
107,512,50,90,90,100,16,11
107,512,50,90,90,200,23,16
107,512,50,90,90,300,17,13
107,512,50,90,90,400,9,10
107,512,50,90,90,500,10,16
107,512,60,50,50,100,16,11
107,512,60,50,50,200,14,16
107,512,60,50,50,300,11,10
107,512,60,50,50,400,9,10
107,512,60,50,50,500,17,14
107,512,60,50,60,100,10,11
107,512,60,50,60,200,18,15
107,512,60,50,60,300,22,21
107,512,60,50,60,400,23,12
107,512,60,50,60,500,10,18
107,512,60,50,70,100,10,13
107,512,60,50,70,200,16,13
107,512,60,50,70,300,15,15
107,512,60,50,70,400,9,10
107,512,60,50,70,500,9,10
107,512,60,50,80,100,10,10
107,512,60,50,80,200,9,9
107,512,60,50,80,300,13,10
107,512,60,50,80,400,17,10
107,512,60,50,80,500,27,16
107,512,60,50,90,100,17,16
107,512,60,50,90,200,20,11
107,512,60,50,90,300,17,15
107,512,60,50,90,400,16,11
107,512,60,50,90,500,10,10
107,512,60,60,50,100,14,15
107,512,60,60,50,200,18,17
107,512,60,60,50,300,11,17
107,512,60,60,50,400,20,14
107,512,60,60,50,500,17,19
107,512,60,60,60,100,17,9
107,512,60,60,60,200,17,16
107,512,60,60,60,300,21,19
107,512,60,60,60,400,11,9
107,512,60,60,60,500,19,19
107,512,60,60,70,100,15,18
107,512,60,60,70,200,18,11
107,512,60,60,70,300,11,12
107,512,60,60,70,400,10,9
107,512,60,60,70,500,13,12
107,512,60,60,80,100,16,12
107,512,60,60,80,200,17,10
107,512,60,60,80,300,19,10
107,512,60,60,80,400,17,15
107,512,60,60,80,500,20,13
107,512,60,60,90,100,9,9
107,512,60,60,90,200,10,10
107,512,60,60,90,300,14,11
107,512,60,60,90,400,17,12
107,512,60,60,90,500,20,11
107,512,60,70,50,100,12,12
107,512,60,70,50,200,13,13
107,512,60,70,50,300,31,18
107,512,60,70,50,400,21,17
107,512,60,70,50,500,9,9
107,512,60,70,60,100,10,10
107,512,60,70,60,200,11,13
107,512,60,70,60,300,10,13
107,512,60,70,60,400,21,13
107,512,60,70,60,500,22,15
107,512,60,70,70,100,18,21
107,512,60,70,70,200,24,23
107,512,60,70,70,300,15,15
107,512,60,70,70,400,23,27
107,512,60,70,70,500,21,14
107,512,60,70,80,100,13,12
107,512,60,70,80,200,20,12
107,512,60,70,80,300,10,11
107,512,60,70,80,400,11,12
107,512,60,70,80,500,16,14
107,512,60,70,90,100,19,13
107,512,60,70,90,200,15,13
107,512,60,70,90,300,13,9
107,512,60,70,90,400,16,20
107,512,60,70,90,500,12,16
107,512,60,80,50,100,19,21
107,512,60,80,50,200,28,15
107,512,60,80,50,300,13,9
107,512,60,80,50,400,19,18
107,512,60,80,50,500,10,9
107,512,60,80,60,100,11,11
107,512,60,80,60,200,10,9
107,512,60,80,60,300,17,17
107,512,60,80,60,400,21,11
107,512,60,80,60,500,18,15
107,512,60,80,70,100,17,13
107,512,60,80,70,200,18,19
107,512,60,80,70,300,11,10
107,512,60,80,70,400,16,16
107,512,60,80,70,500,24,17
107,512,60,80,80,100,12,9
107,512,60,80,80,200,9,10
107,512,60,80,80,300,9,9
107,512,60,80,80,400,22,14
107,512,60,80,80,500,17,23
107,512,60,80,90,100,23,13
107,512,60,80,90,200,14,15
107,512,60,80,90,300,15,16
107,512,60,80,90,400,21,13
107,512,60,80,90,500,20,16
107,512,60,90,50,100,12,13
107,512,60,90,50,200,24,22
107,512,60,90,50,300,18,12
107,512,60,90,50,400,11,12
107,512,60,90,50,500,10,10
107,512,60,90,60,100,9,9
107,512,60,90,60,200,9,11
107,512,60,90,60,300,10,11
107,512,60,90,60,400,10,10
107,512,60,90,60,500,10,10
107,512,60,90,70,100,11,11
107,512,60,90,70,200,11,11
107,512,60,90,70,300,10,10
107,512,60,90,70,400,10,11
107,512,60,90,70,500,11,10
107,512,60,90,80,100,10,14
107,512,60,90,80,200,11,10
107,512,60,90,80,300,10,10
107,512,60,90,80,400,10,11
107,512,60,90,80,500,9,10
107,512,60,90,90,100,11,9
107,512,60,90,90,200,9,10
107,512,60,90,90,300,9,10
107,512,60,90,90,400,10,10
107,512,60,90,90,500,10,9
107,512,70,50,50,100,10,9
107,512,70,50,50,200,12,10
107,512,70,50,50,300,19,13
107,512,70,50,50,400,20,21
107,512,70,50,50,500,19,19
107,512,70,50,60,100,19,17
107,512,70,50,60,200,22,15
107,512,70,50,60,300,11,9
107,512,70,50,60,400,17,12
107,512,70,50,60,500,15,11
107,512,70,50,70,100,14,11
107,512,70,50,70,200,15,13
107,512,70,50,70,300,9,11
107,512,70,50,70,400,20,17
107,512,70,50,70,500,20,11
107,512,70,50,80,100,18,15
107,512,70,50,80,200,13,11
107,512,70,50,80,300,17,12
107,512,70,50,80,400,18,19
107,512,70,50,80,500,16,17
107,512,70,50,90,100,21,19
107,512,70,50,90,200,19,14
107,512,70,50,90,300,14,12
107,512,70,50,90,400,17,12
107,512,70,50,90,500,11,14
107,512,70,60,50,100,23,15
107,512,70,60,50,200,20,11
107,512,70,60,50,300,14,17
107,512,70,60,50,400,12,14
107,512,70,60,50,500,18,12
107,512,70,60,60,100,10,10
107,512,70,60,60,200,12,9
107,512,70,60,60,300,12,10
107,512,70,60,60,400,16,14
107,512,70,60,60,500,13,15
107,512,70,60,70,100,14,10
107,512,70,60,70,200,14,11
107,512,70,60,70,300,21,12
107,512,70,60,70,400,9,11
107,512,70,60,70,500,21,20
107,512,70,60,80,100,20,13
107,512,70,60,80,200,19,13
107,512,70,60,80,300,23,22
107,512,70,60,80,400,23,14
107,512,70,60,80,500,20,15
107,512,70,60,90,100,13,12
107,512,70,60,90,200,20,20
107,512,70,60,90,300,11,12
107,512,70,60,90,400,17,11
107,512,70,60,90,500,15,11
107,512,70,70,50,100,14,16
107,512,70,70,50,200,19,15
107,512,70,70,50,300,14,10
107,512,70,70,50,400,11,13
107,512,70,70,50,500,11,16
107,512,70,70,60,100,17,13
107,512,70,70,60,200,19,14
107,512,70,70,60,300,22,15
107,512,70,70,60,400,24,23
107,512,70,70,60,500,12,12
107,512,70,70,70,100,16,15
107,512,70,70,70,200,15,14
107,512,70,70,70,300,17,14
107,512,70,70,70,400,20,10
107,512,70,70,70,500,22,22
107,512,70,70,80,100,15,10
107,512,70,70,80,200,22,20
107,512,70,70,80,300,17,18
107,512,70,70,80,400,20,21
107,512,70,70,80,500,13,11
107,512,70,70,90,100,20,18
107,512,70,70,90,200,18,10
107,512,70,70,90,300,12,15
107,512,70,70,90,400,10,9
107,512,70,70,90,500,9,12
107,512,70,80,50,100,10,10
107,512,70,80,50,200,12,13
107,512,70,80,50,300,20,15
107,512,70,80,50,400,19,22
107,512,70,80,50,500,18,18
107,512,70,80,60,100,20,11
107,512,70,80,60,200,22,17
107,512,70,80,60,300,20,12
107,512,70,80,60,400,11,12
107,512,70,80,60,500,13,10
107,512,70,80,70,100,12,14
107,512,70,80,70,200,11,9
107,512,70,80,70,300,12,10
107,512,70,80,70,400,17,15
107,512,70,80,70,500,18,11
107,512,70,80,80,100,21,17
107,512,70,80,80,200,18,13
107,512,70,80,80,300,24,15
107,512,70,80,80,400,19,25
107,512,70,80,80,500,12,10
107,512,70,80,90,100,12,10
107,512,70,80,90,200,17,13
107,512,70,80,90,300,15,11
107,512,70,80,90,400,15,16
107,512,70,80,90,500,9,11
107,512,70,90,50,100,15,12
107,512,70,90,50,200,17,12
107,512,70,90,50,300,12,10
107,512,70,90,50,400,21,12
107,512,70,90,50,500,9,10
107,512,70,90,60,100,13,10
107,512,70,90,60,200,14,12
107,512,70,90,60,300,24,13
107,512,70,90,60,400,23,15
107,512,70,90,60,500,17,16
107,512,70,90,70,100,10,10
107,512,70,90,70,200,12,10
107,512,70,90,70,300,21,11
107,512,70,90,70,400,18,17
107,512,70,90,70,500,11,12
107,512,70,90,80,100,13,14
107,512,70,90,80,200,15,14
107,512,70,90,80,300,10,11
107,512,70,90,80,400,17,15
107,512,70,90,80,500,22,11
107,512,70,90,90,100,10,9
107,512,70,90,90,200,13,11
107,512,70,90,90,300,17,18
107,512,70,90,90,400,17,14
107,512,70,90,90,500,11,13
107,512,80,50,50,100,11,14
107,512,80,50,50,200,21,14
107,512,80,50,50,300,21,12
107,512,80,50,50,400,20,11
107,512,80,50,50,500,11,13
107,512,80,50,60,100,17,14
107,512,80,50,60,200,26,18
107,512,80,50,60,300,10,11
107,512,80,50,60,400,25,17
107,512,80,50,60,500,14,14
107,512,80,50,70,100,20,13
107,512,80,50,70,200,17,19
107,512,80,50,70,300,20,16
107,512,80,50,70,400,14,14
107,512,80,50,70,500,17,11
107,512,80,50,80,100,15,14
107,512,80,50,80,200,15,13
107,512,80,50,80,300,10,10
107,512,80,50,80,400,10,13
107,512,80,50,80,500,14,12
107,512,80,50,90,100,16,18
107,512,80,50,90,200,24,17
107,512,80,50,90,300,14,14
107,512,80,50,90,400,11,11
107,512,80,50,90,500,15,12
107,512,80,60,50,100,11,10
107,512,80,60,50,200,20,12
107,512,80,60,50,300,11,16
107,512,80,60,50,400,17,19
107,512,80,60,50,500,16,12
107,512,80,60,60,100,9,9
107,512,80,60,60,200,10,11
107,512,80,60,60,300,12,12
107,512,80,60,60,400,18,21
107,512,80,60,60,500,22,15
107,512,80,60,70,100,10,10
107,512,80,60,70,200,14,10
107,512,80,60,70,300,19,10
107,512,80,60,70,400,21,20
107,512,80,60,70,500,12,14
107,512,80,60,80,100,16,16
107,512,80,60,80,200,16,15
107,512,80,60,80,300,13,12
107,512,80,60,80,400,18,13
107,512,80,60,80,500,23,15
107,512,80,60,90,100,19,12
107,512,80,60,90,200,24,20
